game_id,move_id,vision,vision_simple,vision_advanced,vision_expert,snake_length,head_direction,head_pos,apple_pos,move,apple_pos_new,facing_apple,closed_region,hit,life,prob_to_live
755,10,0003,1110,11100010,111000100001,3,1,"(7, 1)","(7, 3)",3,"(7, 3)",0,0,3,0,
756,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(8, 6)",2,"(8, 6)",1,0,3,0,
757,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(1, 1)",1,"(1, 1)",0,0,0,1,
757,1,0003,1110,11101001,111010010001,3,1,"(6, 5)","(1, 1)",2,"(1, 1)",0,0,0,1,
757,2,3000,0111,01111001,011110011000,3,2,"(6, 6)","(1, 1)",3,"(1, 1)",1,0,0,1,
757,3,0300,1011,10111001,101110010100,3,3,"(5, 6)","(1, 1)",2,"(1, 1)",0,0,0,1,
757,4,3000,0111,01111001,011110011000,3,2,"(5, 7)","(1, 1)",0,"(1, 1)",1,0,3,0,
758,0,0030,1101,11010001,110100010010,3,0,"(5, 5)","(0, 5)",1,"(0, 5)",0,0,0,1,
758,1,0003,1110,11100001,111000010001,3,1,"(6, 5)","(0, 5)",0,"(0, 5)",0,0,0,1,
758,2,0030,1101,11010011,110100110010,3,0,"(6, 4)","(0, 5)",3,"(0, 5)",1,0,0,1,
758,3,0300,1011,10110011,101100110100,3,3,"(5, 4)","(0, 5)",2,"(0, 5)",1,0,0,1,
758,4,3000,0111,01110001,011100011000,3,2,"(5, 5)","(0, 5)",3,"(0, 5)",1,0,0,1,
758,5,0300,1011,10110001,101100010100,3,3,"(4, 5)","(0, 5)",0,"(0, 5)",0,0,0,1,
758,6,0030,1101,11010011,110100110010,3,0,"(4, 4)","(0, 5)",3,"(0, 5)",1,0,0,1,
758,7,0300,1011,10110011,101100110100,3,3,"(3, 4)","(0, 5)",0,"(0, 5)",0,0,0,1,
758,8,0030,1101,11010011,110100110010,3,0,"(3, 3)","(0, 5)",2,"(0, 5)",1,0,3,0,
759,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(4, 7)",2,"(4, 7)",1,0,3,0,
760,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(2, 7)",1,"(2, 7)",0,0,0,1,
760,1,0003,1110,11100011,111000110001,3,1,"(6, 5)","(2, 7)",3,"(2, 7)",1,0,3,0,
761,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(7, 1)",1,"(7, 1)",1,0,0,1,
761,1,0003,1110,11101100,111011000001,3,1,"(6, 5)","(7, 1)",3,"(7, 1)",0,0,3,0,
762,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(8, 7)",3,"(8, 7)",0,0,0,1,
762,1,0300,1011,10110110,101101100100,3,3,"(4, 5)","(8, 7)",1,"(8, 7)",1,0,3,0,
763,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(1, 1)",0,"(1, 1)",1,0,0,1,
763,1,0030,1101,11011001,110110010010,3,0,"(5, 4)","(1, 1)",3,"(1, 1)",1,0,0,1,
763,2,0300,1011,10111001,101110010100,3,3,"(4, 4)","(1, 1)",3,"(1, 1)",1,0,0,1,
763,3,0300,1011,10111001,101110010100,3,3,"(3, 4)","(1, 1)",3,"(1, 1)",1,0,0,1,
763,4,0300,1011,10111001,101110010100,3,3,"(2, 4)","(1, 1)",2,"(1, 1)",0,0,0,1,
763,5,3000,0111,01111001,011110011000,3,2,"(2, 5)","(1, 1)",3,"(1, 1)",1,0,0,1,
763,6,0300,1011,10111000,101110000100,3,3,"(1, 5)","(1, 1)",3,"(1, 1)",0,0,0,1,
763,7,0305,1010,10101100,101011000100,3,3,"(0, 5)","(1, 1)",1,"(1, 1)",1,0,3,0,
764,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(7, 0)",3,"(7, 0)",0,0,0,1,
764,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(7, 0)",0,"(7, 0)",1,0,0,1,
764,2,0030,1101,11011100,110111000010,3,0,"(4, 4)","(7, 0)",1,"(7, 0)",1,0,0,1,
764,3,0003,1110,11101100,111011000001,3,1,"(5, 4)","(7, 0)",1,"(7, 0)",1,0,0,1,
764,4,0003,1110,11101100,111011000001,3,1,"(6, 4)","(7, 0)",1,"(7, 0)",1,0,0,1,
764,5,0003,1110,11101000,111010000001,3,1,"(7, 4)","(7, 0)",3,"(7, 0)",0,0,3,0,
765,0,0030,1101,11011000,110110000010,3,0,"(5, 5)","(5, 1)",1,"(5, 1)",0,0,0,1,
765,1,0003,1110,11101001,111010010001,3,1,"(6, 5)","(5, 1)",2,"(5, 1)",0,0,0,1,
765,2,3000,0111,01111001,011110011000,3,2,"(6, 6)","(5, 1)",1,"(5, 1)",0,0,0,1,
765,3,0003,1110,11101001,111010010001,3,1,"(7, 6)","(5, 1)",3,"(5, 1)",1,0,3,0,
766,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(9, 3)",3,"(9, 3)",0,0,0,1,
766,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(9, 3)",1,"(9, 3)",1,0,3,0,
767,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(8, 1)",3,"(8, 1)",0,0,0,1,
767,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(8, 1)",0,"(8, 1)",1,0,0,1,
767,2,0030,1101,11011100,110111000010,3,0,"(4, 4)","(8, 1)",3,"(8, 1)",0,0,0,1,
767,3,0300,1011,10111100,101111000100,3,3,"(3, 4)","(8, 1)",0,"(8, 1)",1,0,0,1,
767,4,0030,1101,11011100,110111000010,3,0,"(3, 3)","(8, 1)",2,"(8, 1)",0,0,3,0,
768,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(8, 4)",3,"(8, 4)",0,0,0,1,
768,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(8, 4)",2,"(8, 4)",0,0,0,1,
768,2,3000,0111,01111100,011111001000,3,2,"(4, 6)","(8, 4)",2,"(8, 4)",0,0,0,1,
768,3,3000,0111,01111100,011111001000,3,2,"(4, 7)","(8, 4)",2,"(8, 4)",0,0,0,1,
768,4,3000,0111,01111100,011111001000,3,2,"(4, 8)","(8, 4)",2,"(8, 4)",0,0,0,1,
768,5,3050,0101,01011100,010111001000,3,2,"(4, 9)","(8, 4)",2,"(8, 4)",0,0,5,0,
769,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(1, 7)",2,"(1, 7)",1,0,3,0,
770,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 3)",1,"(6, 3)",1,0,0,1,
770,1,0003,1110,11101000,111010000001,3,1,"(6, 5)","(6, 3)",2,"(6, 3)",0,0,0,1,
770,2,3000,0111,01111000,011110001000,3,2,"(6, 6)","(6, 3)",2,"(6, 3)",0,0,0,1,
770,3,3000,0111,01111000,011110001000,3,2,"(6, 7)","(6, 3)",2,"(6, 3)",0,0,0,1,
770,4,3000,0111,01111000,011110001000,3,2,"(6, 8)","(6, 3)",0,"(6, 3)",1,0,3,0,
771,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(9, 3)",1,"(9, 3)",1,0,0,1,
771,1,0003,1110,11101100,111011000001,3,1,"(6, 5)","(9, 3)",3,"(9, 3)",0,0,3,0,
772,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(3, 0)",1,"(3, 0)",0,0,0,1,
772,1,0003,1110,11101001,111010010001,3,1,"(6, 5)","(3, 0)",0,"(3, 0)",1,0,0,1,
772,2,0030,1101,11011001,110110010010,3,0,"(6, 4)","(3, 0)",1,"(3, 0)",0,0,0,1,
772,3,0003,1110,11101001,111010010001,3,1,"(7, 4)","(3, 0)",0,"(3, 0)",1,0,0,1,
772,4,0030,1101,11011001,110110010010,3,0,"(7, 3)","(3, 0)",0,"(3, 0)",1,0,0,1,
772,5,0030,1101,11011001,110110010010,3,0,"(7, 2)","(3, 0)",0,"(3, 0)",1,0,0,1,
772,6,0030,1101,11011001,110110010010,3,0,"(7, 1)","(3, 0)",2,"(3, 0)",0,0,3,0,
773,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(1, 2)",3,"(1, 2)",1,0,0,1,
773,1,0300,1011,10111001,101110010100,3,3,"(4, 5)","(1, 2)",0,"(1, 2)",1,0,0,1,
773,2,0030,1101,11011001,110110010010,3,0,"(4, 4)","(1, 2)",0,"(1, 2)",1,0,0,1,
773,3,0030,1101,11011001,110110010010,3,0,"(4, 3)","(1, 2)",2,"(1, 2)",0,0,3,0,
774,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(6, 7)",1,"(6, 7)",1,0,0,1,
774,1,0003,1110,11100010,111000100001,3,1,"(6, 5)","(6, 7)",1,"(6, 7)",0,0,0,1,
774,2,0003,1110,11100011,111000110001,3,1,"(7, 5)","(6, 7)",0,"(6, 7)",0,0,0,1,
774,3,0030,1101,11010011,110100110010,3,0,"(7, 4)","(6, 7)",3,"(6, 7)",1,0,0,1,
774,4,0300,1011,10110010,101100100100,3,3,"(6, 4)","(6, 7)",2,"(6, 7)",1,0,0,1,
774,5,3000,0111,01110010,011100101000,3,2,"(6, 5)","(6, 7)",3,"(6, 7)",0,0,0,1,
774,6,0300,1011,10110110,101101100100,3,3,"(5, 5)","(6, 7)",3,"(6, 7)",0,0,0,1,
774,7,0300,1011,10110110,101101100100,3,3,"(4, 5)","(6, 7)",0,"(6, 7)",0,0,0,1,
774,8,0030,1101,11010110,110101100010,3,0,"(4, 4)","(6, 7)",3,"(6, 7)",0,0,0,1,
774,9,0300,1011,10110110,101101100100,3,3,"(3, 4)","(6, 7)",0,"(6, 7)",0,0,0,1,
774,10,0030,1101,11010110,110101100010,3,0,"(3, 3)","(6, 7)",0,"(6, 7)",0,0,0,1,
774,11,0030,1101,11010110,110101100010,3,0,"(3, 2)","(6, 7)",1,"(6, 7)",1,0,0,1,
774,12,0003,1110,11100110,111001100001,3,1,"(4, 2)","(6, 7)",2,"(6, 7)",1,0,0,1,
774,13,3000,0111,01110110,011101101000,3,2,"(4, 3)","(6, 7)",2,"(6, 7)",1,0,0,1,
774,14,3000,0111,01110110,011101101000,3,2,"(4, 4)","(6, 7)",0,"(6, 7)",0,0,3,0,
775,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(0, 3)",0,"(0, 3)",1,0,0,1,
775,1,0030,1101,11011001,110110010010,3,0,"(5, 4)","(0, 3)",1,"(0, 3)",0,0,0,1,
775,2,0003,1110,11101001,111010010001,3,1,"(6, 4)","(0, 3)",0,"(0, 3)",1,0,0,1,
775,3,0030,1101,11010001,110100010010,3,0,"(6, 3)","(0, 3)",2,"(0, 3)",0,0,3,0,
776,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(1, 4)",0,"(1, 4)",1,0,0,1,
776,1,0030,1101,11010001,110100010010,3,0,"(5, 4)","(1, 4)",1,"(1, 4)",0,0,0,1,
776,2,0003,1110,11100001,111000010001,3,1,"(6, 4)","(1, 4)",2,"(1, 4)",0,0,0,1,
776,3,3000,0111,01111001,011110011000,3,2,"(6, 5)","(1, 4)",1,"(1, 4)",0,0,0,1,
776,4,0003,1110,11101001,111010010001,3,1,"(7, 5)","(1, 4)",1,"(1, 4)",0,0,0,1,
776,5,0003,1110,11101001,111010010001,3,1,"(8, 5)","(1, 4)",0,"(1, 4)",1,0,0,1,
776,6,0030,1101,11010001,110100010010,3,0,"(8, 4)","(1, 4)",2,"(1, 4)",0,0,3,0,
777,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 1)",1,"(6, 1)",1,0,0,1,
777,1,0003,1110,11101000,111010000001,3,1,"(6, 5)","(6, 1)",0,"(6, 1)",1,0,0,1,
777,2,0030,1101,11011000,110110000010,3,0,"(6, 4)","(6, 1)",1,"(6, 1)",0,0,0,1,
777,3,0003,1110,11101001,111010010001,3,1,"(7, 4)","(6, 1)",0,"(6, 1)",1,0,0,1,
777,4,0030,1101,11011001,110110010010,3,0,"(7, 3)","(6, 1)",1,"(6, 1)",0,0,0,1,
777,5,0003,1110,11101001,111010010001,3,1,"(8, 3)","(6, 1)",3,"(6, 1)",1,0,3,0,
778,0,0030,1101,11010100,110101000010,3,0,"(5, 5)","(9, 5)",3,"(9, 5)",0,0,0,1,
778,1,0300,1011,10110100,101101000100,3,3,"(4, 5)","(9, 5)",2,"(9, 5)",0,0,0,1,
778,2,3000,0111,01111100,011111001000,3,2,"(4, 6)","(9, 5)",3,"(9, 5)",0,0,0,1,
778,3,0300,1011,10111100,101111000100,3,3,"(3, 6)","(9, 5)",1,"(9, 5)",1,0,3,0,
779,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(3, 7)",1,"(3, 7)",0,0,0,1,
779,1,0003,1110,11100011,111000110001,3,1,"(6, 5)","(3, 7)",0,"(3, 7)",0,0,0,1,
779,2,0030,1101,11010011,110100110010,3,0,"(6, 4)","(3, 7)",0,"(3, 7)",0,0,0,1,
779,3,0030,1101,11010011,110100110010,3,0,"(6, 3)","(3, 7)",0,"(3, 7)",0,0,0,1,
779,4,0030,1101,11010011,110100110010,3,0,"(6, 2)","(3, 7)",3,"(3, 7)",1,0,0,1,
779,5,0300,1011,10110011,101100110100,3,3,"(5, 2)","(3, 7)",0,"(3, 7)",0,0,0,1,
779,6,0030,1101,11010011,110100110010,3,0,"(5, 1)","(3, 7)",2,"(3, 7)",1,0,3,0,
780,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(8, 6)",3,"(8, 6)",0,0,0,1,
780,1,0300,1011,10110110,101101100100,3,3,"(4, 5)","(8, 6)",1,"(8, 6)",1,0,3,0,
781,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(1, 0)",3,"(1, 0)",1,0,0,1,
781,1,0300,1011,10111001,101110010100,3,3,"(4, 5)","(1, 0)",2,"(1, 0)",0,0,0,1,
781,2,3000,0111,01111001,011110011000,3,2,"(4, 6)","(1, 0)",3,"(1, 0)",1,0,0,1,
781,3,0300,1011,10111001,101110010100,3,3,"(3, 6)","(1, 0)",0,"(1, 0)",1,0,0,1,
781,4,0030,1101,11011001,110110010010,3,0,"(3, 5)","(1, 0)",3,"(1, 0)",1,0,0,1,
781,5,0300,1011,10111001,101110010100,3,3,"(2, 5)","(1, 0)",0,"(1, 0)",1,0,0,1,
781,6,0030,1101,11011001,110110010010,3,0,"(2, 4)","(1, 0)",1,"(1, 0)",0,0,0,1,
781,7,0003,1110,11101001,111010010001,3,1,"(3, 4)","(1, 0)",0,"(1, 0)",1,0,0,1,
781,8,0030,1101,11011001,110110010010,3,0,"(3, 3)","(1, 0)",2,"(1, 0)",0,0,3,0,
782,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(3, 3)",0,"(3, 3)",1,0,0,1,
782,1,0030,1101,11011001,110110010010,3,0,"(5, 4)","(3, 3)",1,"(3, 3)",0,0,0,1,
782,2,0003,1110,11101001,111010010001,3,1,"(6, 4)","(3, 3)",1,"(3, 3)",0,0,0,1,
782,3,0003,1110,11101001,111010010001,3,1,"(7, 4)","(3, 3)",2,"(3, 3)",0,0,0,1,
782,4,3000,0111,01111001,011110011000,3,2,"(7, 5)","(3, 3)",0,"(3, 3)",1,0,3,0,
783,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(9, 9)",1,"(9, 9)",1,0,0,1,
783,1,0003,1110,11100110,111001100001,3,1,"(6, 5)","(9, 9)",3,"(9, 9)",0,0,3,0,
784,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(7, 2)",0,"(7, 2)",1,0,0,1,
784,1,0030,1101,11011100,110111000010,3,0,"(5, 4)","(7, 2)",1,"(7, 2)",1,0,0,1,
784,2,0003,1110,11101100,111011000001,3,1,"(6, 4)","(7, 2)",1,"(7, 2)",1,0,0,1,
784,3,0003,1110,11101000,111010000001,3,1,"(7, 4)","(7, 2)",1,"(7, 2)",0,0,0,1,
784,4,0003,1110,11101001,111010010001,3,1,"(8, 4)","(7, 2)",2,"(7, 2)",0,0,0,1,
784,5,3000,0111,01111001,011110011000,3,2,"(8, 5)","(7, 2)",1,"(7, 2)",0,0,0,1,
784,6,0503,1010,10101001,101010010001,3,1,"(9, 5)","(7, 2)",3,"(7, 2)",1,0,3,0,
785,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(1, 3)",2,"(1, 3)",0,0,3,0,
786,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(2, 4)",1,"(2, 4)",0,0,0,1,
786,1,0003,1110,11101001,111010010001,3,1,"(6, 5)","(2, 4)",1,"(2, 4)",0,0,0,1,
786,2,0003,1110,11101001,111010010001,3,1,"(7, 5)","(2, 4)",3,"(2, 4)",1,0,3,0,
787,0,0030,1101,11010001,110100010010,3,0,"(5, 5)","(2, 5)",1,"(2, 5)",0,0,0,1,
787,1,0003,1110,11100001,111000010001,3,1,"(6, 5)","(2, 5)",0,"(2, 5)",0,0,0,1,
787,2,0030,1101,11010011,110100110010,3,0,"(6, 4)","(2, 5)",2,"(2, 5)",1,0,3,0,
788,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(9, 2)",3,"(9, 2)",0,0,0,1,
788,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(9, 2)",0,"(9, 2)",1,0,0,1,
788,2,0030,1101,11011100,110111000010,3,0,"(4, 4)","(9, 2)",0,"(9, 2)",1,0,0,1,
788,3,0030,1101,11011100,110111000010,3,0,"(4, 3)","(9, 2)",2,"(9, 2)",0,0,3,0,
789,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(2, 4)",1,"(2, 4)",0,0,0,1,
789,1,0003,1110,11101001,111010010001,3,1,"(6, 5)","(2, 4)",1,"(2, 4)",0,0,0,1,
789,2,0003,1110,11101001,111010010001,3,1,"(7, 5)","(2, 4)",1,"(2, 4)",0,0,0,1,
789,3,0003,1110,11101001,111010010001,3,1,"(8, 5)","(2, 4)",0,"(2, 4)",1,0,0,1,
789,4,0030,1101,11010001,110100010010,3,0,"(8, 4)","(2, 4)",3,"(2, 4)",1,0,0,1,
789,5,0300,1011,10110001,101100010100,3,3,"(7, 4)","(2, 4)",3,"(2, 4)",1,0,0,1,
789,6,0300,1011,10110001,101100010100,3,3,"(6, 4)","(2, 4)",1,"(2, 4)",0,0,3,0,
790,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(0, 8)",3,"(0, 8)",1,0,0,1,
790,1,0300,1011,10110011,101100110100,3,3,"(4, 5)","(0, 8)",2,"(0, 8)",1,0,0,1,
790,2,3000,0111,01110011,011100111000,3,2,"(4, 6)","(0, 8)",0,"(0, 8)",0,0,3,0,
791,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(8, 1)",3,"(8, 1)",0,0,0,1,
791,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(8, 1)",3,"(8, 1)",0,0,0,1,
791,2,0300,1011,10111100,101111000100,3,3,"(3, 5)","(8, 1)",1,"(8, 1)",1,0,3,0,
792,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(4, 6)",0,"(4, 6)",0,0,0,1,
792,1,0030,1101,11010011,110100110010,3,0,"(5, 4)","(4, 6)",2,"(4, 6)",1,0,3,0,
793,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(2, 3)",3,"(2, 3)",1,0,0,1,
793,1,0300,1011,10111001,101110010100,3,3,"(4, 5)","(2, 3)",1,"(2, 3)",0,0,3,0,
794,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(1, 2)",2,"(1, 2)",0,0,3,0,
795,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(1, 0)",0,"(1, 0)",1,0,0,1,
795,1,0030,1101,11011001,110110010010,3,0,"(5, 4)","(1, 0)",1,"(1, 0)",0,0,0,1,
795,2,0003,1110,11101001,111010010001,3,1,"(6, 4)","(1, 0)",0,"(1, 0)",1,0,0,1,
795,3,0030,1101,11011001,110110010010,3,0,"(6, 3)","(1, 0)",0,"(1, 0)",1,0,0,1,
795,4,0030,1101,11011001,110110010010,3,0,"(6, 2)","(1, 0)",2,"(1, 0)",0,0,3,0,
796,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(8, 2)",3,"(8, 2)",0,0,0,1,
796,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(8, 2)",1,"(8, 2)",1,0,3,0,
797,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(4, 3)",3,"(4, 3)",1,0,0,1,
797,1,0300,1011,10111000,101110000100,3,3,"(4, 5)","(4, 3)",0,"(4, 3)",1,0,0,1,
797,2,1030,1101,11011000,110110000010,3,0,"(4, 4)","(4, 3)",0,"(2, 3)",1,0,1,1,
797,3,0030,1101,11010001,110100010010,4,0,"(4, 3)","(2, 3)",1,"(2, 3)",0,0,0,1,
797,4,0003,1110,11100001,111000010001,4,1,"(5, 3)","(2, 3)",0,"(2, 3)",0,0,0,1,
797,5,0030,1101,11010011,110100110010,4,0,"(5, 2)","(2, 3)",1,"(2, 3)",0,0,0,1,
797,6,0003,1110,11100011,111000110001,4,1,"(6, 2)","(2, 3)",2,"(2, 3)",1,0,0,1,
797,7,3000,0111,01110001,011100011000,4,2,"(6, 3)","(2, 3)",2,"(2, 3)",0,0,0,1,
797,8,3000,0111,01111001,011110011000,4,2,"(6, 4)","(2, 3)",3,"(2, 3)",1,0,0,1,
797,9,0300,1011,10111001,101110010100,4,3,"(5, 4)","(2, 3)",2,"(2, 3)",0,0,0,1,
797,10,3000,0111,01111001,011110011000,4,2,"(5, 5)","(2, 3)",0,"(2, 3)",1,0,3,0,
798,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 1)",3,"(6, 1)",0,0,0,1,
798,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(6, 1)",1,"(6, 1)",1,0,3,0,
799,0,0030,1101,11010001,110100010010,3,0,"(5, 5)","(0, 5)",0,"(0, 5)",0,0,0,1,
799,1,0030,1101,11010011,110100110010,3,0,"(5, 4)","(0, 5)",1,"(0, 5)",0,0,0,1,
799,2,0003,1110,11100011,111000110001,3,1,"(6, 4)","(0, 5)",1,"(0, 5)",0,0,0,1,
799,3,0003,1110,11100011,111000110001,3,1,"(7, 4)","(0, 5)",1,"(0, 5)",0,0,0,1,
799,4,0003,1110,11100011,111000110001,3,1,"(8, 4)","(0, 5)",0,"(0, 5)",0,0,0,1,
799,5,0030,1101,11010011,110100110010,3,0,"(8, 3)","(0, 5)",2,"(0, 5)",1,0,3,0,
800,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(8, 1)",1,"(8, 1)",1,0,0,1,
800,1,0003,1110,11101100,111011000001,3,1,"(6, 5)","(8, 1)",2,"(8, 1)",0,0,0,1,
800,2,3000,0111,01111100,011111001000,3,2,"(6, 6)","(8, 1)",0,"(8, 1)",1,0,3,0,
801,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(0, 0)",2,"(0, 0)",0,0,3,0,
802,0,0030,1101,11011000,110110000010,3,0,"(5, 5)","(5, 0)",2,"(5, 0)",0,0,3,0,
803,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(3, 8)",1,"(3, 8)",0,0,0,1,
803,1,0003,1110,11100011,111000110001,3,1,"(6, 5)","(3, 8)",2,"(3, 8)",1,0,0,1,
803,2,3000,0111,01110011,011100111000,3,2,"(6, 6)","(3, 8)",1,"(3, 8)",0,0,0,1,
803,3,0003,1110,11100011,111000110001,3,1,"(7, 6)","(3, 8)",3,"(3, 8)",1,0,3,0,
804,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(3, 0)",3,"(3, 0)",1,0,0,1,
804,1,0300,1011,10111001,101110010100,3,3,"(4, 5)","(3, 0)",2,"(3, 0)",0,0,0,1,
804,2,3000,0111,01111001,011110011000,3,2,"(4, 6)","(3, 0)",2,"(3, 0)",0,0,0,1,
804,3,3000,0111,01111001,011110011000,3,2,"(4, 7)","(3, 0)",1,"(3, 0)",0,0,0,1,
804,4,0003,1110,11101001,111010010001,3,1,"(5, 7)","(3, 0)",0,"(3, 0)",1,0,0,1,
804,5,0030,1101,11011001,110110010010,3,0,"(5, 6)","(3, 0)",1,"(3, 0)",0,0,0,1,
804,6,0003,1110,11101001,111010010001,3,1,"(6, 6)","(3, 0)",2,"(3, 0)",0,0,0,1,
804,7,3000,0111,01111001,011110011000,3,2,"(6, 7)","(3, 0)",0,"(3, 0)",1,0,3,0,
805,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 0)",3,"(6, 0)",0,0,0,1,
805,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(6, 0)",1,"(6, 0)",1,0,3,0,
806,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(3, 6)",1,"(3, 6)",0,0,0,1,
806,1,0003,1110,11100011,111000110001,3,1,"(6, 5)","(3, 6)",2,"(3, 6)",1,0,0,1,
806,2,3000,0111,01110001,011100011000,3,2,"(6, 6)","(3, 6)",3,"(3, 6)",1,0,0,1,
806,3,0300,1011,10110001,101100010100,3,3,"(5, 6)","(3, 6)",3,"(3, 6)",1,0,0,1,
806,4,0301,1011,10110001,101100010100,3,3,"(4, 6)","(3, 6)",0,"(3, 6)",0,0,0,1,
806,5,0030,1101,11010011,110100110010,3,0,"(4, 5)","(3, 6)",2,"(3, 6)",1,0,3,0,
807,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(7, 0)",1,"(7, 0)",1,0,0,1,
807,1,0003,1110,11101100,111011000001,3,1,"(6, 5)","(7, 0)",3,"(7, 0)",0,0,3,0,
808,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(9, 3)",3,"(9, 3)",0,0,0,1,
808,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(9, 3)",1,"(9, 3)",1,0,3,0,
809,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(3, 6)",1,"(3, 6)",0,0,0,1,
809,1,0003,1110,11100011,111000110001,3,1,"(6, 5)","(3, 6)",1,"(3, 6)",0,0,0,1,
809,2,0003,1110,11100011,111000110001,3,1,"(7, 5)","(3, 6)",1,"(3, 6)",0,0,0,1,
809,3,0003,1110,11100011,111000110001,3,1,"(8, 5)","(3, 6)",1,"(3, 6)",0,0,0,1,
809,4,0503,1010,10100011,101000110001,3,1,"(9, 5)","(3, 6)",3,"(3, 6)",1,0,3,0,
810,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(2, 9)",3,"(2, 9)",1,0,0,1,
810,1,0300,1011,10110011,101100110100,3,3,"(4, 5)","(2, 9)",3,"(2, 9)",1,0,0,1,
810,2,0300,1011,10110011,101100110100,3,3,"(3, 5)","(2, 9)",0,"(2, 9)",0,0,0,1,
810,3,0030,1101,11010011,110100110010,3,0,"(3, 4)","(2, 9)",3,"(2, 9)",1,0,0,1,
810,4,0300,1011,10110010,101100100100,3,3,"(2, 4)","(2, 9)",3,"(2, 9)",0,0,0,1,
810,5,0300,1011,10110110,101101100100,3,3,"(1, 4)","(2, 9)",1,"(2, 9)",1,0,3,0,
811,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(9, 0)",2,"(9, 0)",0,0,3,0,
812,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(7, 4)",3,"(7, 4)",0,0,0,1,
812,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(7, 4)",0,"(7, 4)",1,0,0,1,
812,2,0030,1101,11010100,110101000010,3,0,"(4, 4)","(7, 4)",0,"(7, 4)",0,0,0,1,
812,3,0030,1101,11010110,110101100010,3,0,"(4, 3)","(7, 4)",0,"(7, 4)",0,0,0,1,
812,4,0030,1101,11010110,110101100010,3,0,"(4, 2)","(7, 4)",2,"(7, 4)",1,0,3,0,
813,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(8, 9)",2,"(8, 9)",1,0,3,0,
814,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(0, 0)",0,"(0, 0)",1,0,0,1,
